acao;evento;timestamp;tabela;origem;destino;mascara;gateway;interface
+R;1823;3.531441612582;AODVNetwork.host[12];145.236.0.13;145.236.0.20;32;145.236.0.20;wlan0
*R;2347;4.006940241873;AODVNetwork.host[13];145.236.0.14;145.236.0.1;32;145.236.0.12;wlan0
*R;2352;4.006940264643;AODVNetwork.host[9];145.236.0.10;145.236.0.1;32;145.236.0.12;wlan0
*R;2357;4.006940268078;AODVNetwork.host[16];145.236.0.17;145.236.0.1;32;145.236.0.12;wlan0
*R;2362;4.00694031704;AODVNetwork.host[17];145.236.0.18;145.236.0.1;32;145.236.0.12;wlan0
*R;2367;4.0069403569;AODVNetwork.host[1];145.236.0.2;145.236.0.1;32;145.236.0.12;wlan0
+R;2473;4.007132619976;AODVNetwork.host[6];145.236.0.7;145.236.0.3;32;145.236.0.3;wlan0
+R;2568;4.007389722075;AODVNetwork.host[1];145.236.0.2;145.236.0.14;32;145.236.0.14;wlan0
+R;2575;4.007389801057;AODVNetwork.host[11];145.236.0.12;145.236.0.14;32;145.236.0.14;wlan0
+R;2581;4.007390125701;AODVNetwork.host[18];145.236.0.19;145.236.0.14;32;145.236.0.14;wlan0
+R;2684;4.00800862234;AODVNetwork.host[2];145.236.0.3;145.236.0.7;32;145.236.0.7;wlan0
+R;2689;4.008008714064;AODVNetwork.host[7];145.236.0.8;145.236.0.7;32;145.236.0.7;wlan0
+R;2704;4.008009102939;AODVNetwork.host[8];145.236.0.9;145.236.0.7;32;145.236.0.7;wlan0
+R;2792;4.009129633757;AODVNetwork.host[13];145.236.0.14;145.236.0.10;32;145.236.0.10;wlan0
+R;2797;4.009129770236;AODVNetwork.host[16];145.236.0.17;145.236.0.10;32;145.236.0.10;wlan0
+R;2802;4.009129962308;AODVNetwork.host[11];145.236.0.12;145.236.0.10;32;145.236.0.10;wlan0
+R;2807;4.009130021292;AODVNetwork.host[1];145.236.0.2;145.236.0.10;32;145.236.0.10;wlan0
+R;2812;4.009130068296;AODVNetwork.host[17];145.236.0.18;145.236.0.10;32;145.236.0.10;wlan0
+R;2817;4.009130209714;AODVNetwork.host[18];145.236.0.19;145.236.0.10;32;145.236.0.10;wlan0
+R;2922;4.010765233839;AODVNetwork.host[14];145.236.0.15;145.236.0.13;32;145.236.0.13;wlan0
+R;2927;4.010765427284;AODVNetwork.host[17];145.236.0.18;145.236.0.13;32;145.236.0.13;wlan0
+R;2932;4.010765525127;AODVNetwork.host[1];145.236.0.2;145.236.0.13;32;145.236.0.13;wlan0
+R;2937;4.010765662108;AODVNetwork.host[11];145.236.0.12;145.236.0.13;32;145.236.0.13;wlan0
+R;3085;4.01137237348;AODVNetwork.host[2];145.236.0.3;145.236.0.9;32;145.236.0.9;wlan0
+R;3090;4.011372529318;AODVNetwork.host[6];145.236.0.7;145.236.0.9;32;145.236.0.9;wlan0
+R;3095;4.011372546427;AODVNetwork.host[5];145.236.0.6;145.236.0.9;32;145.236.0.9;wlan0
+R;3117;4.011451665317;AODVNetwork.host[9];145.236.0.10;145.236.0.17;32;145.236.0.17;wlan0
+R;3122;4.011451807687;AODVNetwork.host[13];145.236.0.14;145.236.0.17;32;145.236.0.17;wlan0
+R;3128;4.011451918046;AODVNetwork.host[18];145.236.0.19;145.236.0.17;32;145.236.0.17;wlan0
+R;3174;4.012074193547;AODVNetwork.host[1];145.236.0.2;145.236.0.18;32;145.236.0.18;wlan0
+R;3179;4.012074431457;AODVNetwork.host[3];145.236.0.4;145.236.0.18;32;145.236.0.18;wlan0
+R;3184;4.012074533323;AODVNetwork.host[13];145.236.0.14;145.236.0.18;32;145.236.0.18;wlan0
+R;3189;4.012074541485;AODVNetwork.host[12];145.236.0.13;145.236.0.18;32;145.236.0.18;wlan0
+R;3194;4.012074635187;AODVNetwork.host[11];145.236.0.12;145.236.0.18;32;145.236.0.18;wlan0
+R;3199;4.012074688648;AODVNetwork.host[9];145.236.0.10;145.236.0.18;32;145.236.0.18;wlan0
+R;3204;4.012074792235;AODVNetwork.host[14];145.236.0.15;145.236.0.18;32;145.236.0.18;wlan0
+R;3209;4.012074918211;AODVNetwork.host[16];145.236.0.17;145.236.0.18;32;145.236.0.18;wlan0
+R;3466;4.528823533217;AODVNetwork.host[3];145.236.0.4;145.236.0.2;32;145.236.0.2;wlan0
*R;3785;4.647911138578;AODVNetwork.host[6];145.236.0.7;145.236.0.1;32;145.236.0.11;wlan0
*R;4005;4.65056719786;AODVNetwork.host[3];145.236.0.4;145.236.0.1;32;145.236.0.12;wlan0
*R;4005;4.65056719786;AODVNetwork.host[3];145.236.0.4;145.236.0.1;32;145.236.0.12;wlan0
+R;4024;4.650567320432;AODVNetwork.host[2];145.236.0.3;145.236.0.12;32;145.236.0.12;wlan0
+R;4178;4.651632242079;AODVNetwork.host[11];145.236.0.12;145.236.0.17;32;145.236.0.17;wlan0
+R;4188;4.651632568842;AODVNetwork.host[1];145.236.0.2;145.236.0.17;32;145.236.0.17;wlan0
+R;4193;4.651632573488;AODVNetwork.host[2];145.236.0.3;145.236.0.17;32;145.236.0.17;wlan0
+R;4198;4.65163257469;AODVNetwork.host[17];145.236.0.18;145.236.0.17;32;145.236.0.17;wlan0
*R;4233;4.651654338475;AODVNetwork.host[8];145.236.0.9;145.236.0.1;32;145.236.0.7;wlan0
+R;4417;4.653087035017;AODVNetwork.host[18];145.236.0.19;145.236.0.3;32;145.236.0.3;wlan0
+R;4437;4.65308741579;AODVNetwork.host[16];145.236.0.17;145.236.0.3;32;145.236.0.3;wlan0
+R;4442;4.653087417862;AODVNetwork.host[11];145.236.0.12;145.236.0.3;32;145.236.0.3;wlan0
+R;4612;4.653825196302;AODVNetwork.host[9];145.236.0.10;145.236.0.14;32;145.236.0.14;wlan0
+R;4622;4.653825838056;AODVNetwork.host[3];145.236.0.4;145.236.0.14;32;145.236.0.14;wlan0
+R;5026;5.007778179829;AODVNetwork.host[11];145.236.0.12;145.236.0.2;32;145.236.0.2;wlan0
+R;5690;6.009478491665;AODVNetwork.host[10];145.236.0.11;145.236.0.2;32;145.236.0.12;wlan0
+R;5960;6.011913450573;AODVNetwork.host[15];145.236.0.16;145.236.0.2;32;145.236.0.11;wlan0
*R;6011;6.012246068275;AODVNetwork.host[15];145.236.0.16;145.236.0.2;32;145.236.0.11;wlan0
+R;6210;6.01569699003;AODVNetwork.host[0];145.236.0.1;145.236.0.2;32;145.236.0.16;wlan0
*R;7805;6.519780273493;AODVNetwork.host[6];145.236.0.7;145.236.0.1;32;145.236.0.8;wlan0
+R;7820;6.519780698315;AODVNetwork.host[10];145.236.0.11;145.236.0.8;32;145.236.0.8;wlan0
+R;7960;6.521729467201;AODVNetwork.host[7];145.236.0.8;145.236.0.11;32;145.236.0.11;wlan0
*R;8118;6.523875483614;AODVNetwork.host[16];145.236.0.17;145.236.0.1;32;145.236.0.19;wlan0
*R;8133;6.523875712604;AODVNetwork.host[13];145.236.0.14;145.236.0.1;32;145.236.0.19;wlan0
*R;8138;6.523875763585;AODVNetwork.host[9];145.236.0.10;145.236.0.1;32;145.236.0.19;wlan0
*R;8185;6.524327355766;AODVNetwork.host[3];145.236.0.4;145.236.0.1;32;145.236.0.13;wlan0
*R;8195;6.524327775222;AODVNetwork.host[17];145.236.0.18;145.236.0.1;32;145.236.0.13;wlan0
*R;8200;6.524327837792;AODVNetwork.host[1];145.236.0.2;145.236.0.1;32;145.236.0.13;wlan0
+R;8557;6.525487335929;AODVNetwork.host[6];145.236.0.7;145.236.0.12;32;145.236.0.12;wlan0
*R;9073;7.001609065815;AODVNetwork.host[6];145.236.0.7;145.236.0.1;32;145.236.0.11;wlan0
*R;9246;7.003009574771;AODVNetwork.host[2];145.236.0.3;145.236.0.1;32;145.236.0.19;wlan0
*R;9246;7.003009574771;AODVNetwork.host[2];145.236.0.3;145.236.0.1;32;145.236.0.19;wlan0
+R;9286;7.003144985645;AODVNetwork.host[12];145.236.0.13;145.236.0.2;32;145.236.0.2;wlan0
+R;9390;7.003748760681;AODVNetwork.host[3];145.236.0.4;145.236.0.20;32;145.236.0.20;wlan0
+R;9433;7.003805290002;AODVNetwork.host[19];145.236.0.20;145.236.0.4;32;145.236.0.4;wlan0
*R;9765;7.005291353366;AODVNetwork.host[5];145.236.0.6;145.236.0.1;32;145.236.0.7;wlan0
*R;9765;7.005291353366;AODVNetwork.host[5];145.236.0.6;145.236.0.1;32;145.236.0.7;wlan0
+R;9781;7.005291714678;AODVNetwork.host[11];145.236.0.12;145.236.0.7;32;145.236.0.7;wlan0
*R;10628;7.645930982385;AODVNetwork.host[3];145.236.0.4;145.236.0.1;32;145.236.0.15;wlan0
*R;10638;7.645931440481;AODVNetwork.host[17];145.236.0.18;145.236.0.1;32;145.236.0.15;wlan0
*R;10643;7.645931489099;AODVNetwork.host[1];145.236.0.2;145.236.0.1;32;145.236.0.15;wlan0
*R;10704;7.646168969356;AODVNetwork.host[2];145.236.0.3;145.236.0.1;32;145.236.0.7;wlan0
+R;10850;7.646769652729;AODVNetwork.host[14];145.236.0.15;145.236.0.2;32;145.236.0.2;wlan0
*R;10962;7.647546264098;AODVNetwork.host[13];145.236.0.14;145.236.0.1;32;145.236.0.18;wlan0
*R;10962;7.647546264098;AODVNetwork.host[13];145.236.0.14;145.236.0.1;32;145.236.0.18;wlan0
*R;10967;7.647546345601;AODVNetwork.host[9];145.236.0.10;145.236.0.1;32;145.236.0.18;wlan0
*R;10967;7.647546345601;AODVNetwork.host[9];145.236.0.10;145.236.0.1;32;145.236.0.18;wlan0
*R;10992;7.64754670437;AODVNetwork.host[16];145.236.0.17;145.236.0.1;32;145.236.0.18;wlan0
*R;10992;7.64754670437;AODVNetwork.host[16];145.236.0.17;145.236.0.1;32;145.236.0.18;wlan0
+R;11644;7.651012180155;AODVNetwork.host[17];145.236.0.18;145.236.0.14;32;145.236.0.14;wlan0
+R;11659;7.651012279988;AODVNetwork.host[16];145.236.0.17;145.236.0.14;32;145.236.0.14;wlan0
*R;11933;8.00683446364;AODVNetwork.host[10];145.236.0.11;145.236.0.2;32;145.236.0.13;wlan0
+R;14083;9.519133385164;AODVNetwork.host[6];145.236.0.7;145.236.0.16;32;145.236.0.16;wlan0
*R;14083;9.519133385164;AODVNetwork.host[6];145.236.0.7;145.236.0.1;32;145.236.0.16;wlan0
*R;14083;9.519133385164;AODVNetwork.host[6];145.236.0.7;145.236.0.1;32;145.236.0.16;wlan0
*R;14132;9.519962287417;AODVNetwork.host[5];145.236.0.6;145.236.0.1;32;145.236.0.7;wlan0
*R;14142;9.519962458091;AODVNetwork.host[2];145.236.0.3;145.236.0.1;32;145.236.0.7;wlan0
*R;14147;9.519962565693;AODVNetwork.host[18];145.236.0.19;145.236.0.1;32;145.236.0.7;wlan0
*R;14152;9.519962627705;AODVNetwork.host[11];145.236.0.12;145.236.0.1;32;145.236.0.7;wlan0
*R;14157;9.519962695354;AODVNetwork.host[8];145.236.0.9;145.236.0.1;32;145.236.0.7;wlan0
+R;14162;9.51996270932;AODVNetwork.host[15];145.236.0.16;145.236.0.7;32;145.236.0.7;wlan0
*R;14256;9.522654349573;AODVNetwork.host[13];145.236.0.14;145.236.0.1;32;145.236.0.12;wlan0
*R;14256;9.522654349573;AODVNetwork.host[13];145.236.0.14;145.236.0.1;32;145.236.0.12;wlan0
*R;14261;9.522654410987;AODVNetwork.host[17];145.236.0.18;145.236.0.1;32;145.236.0.12;wlan0
*R;14266;9.522654491789;AODVNetwork.host[16];145.236.0.17;145.236.0.1;32;145.236.0.12;wlan0
*R;14266;9.522654491789;AODVNetwork.host[16];145.236.0.17;145.236.0.1;32;145.236.0.12;wlan0
*R;14276;9.522654558675;AODVNetwork.host[9];145.236.0.10;145.236.0.1;32;145.236.0.12;wlan0
*R;14276;9.522654558675;AODVNetwork.host[9];145.236.0.10;145.236.0.1;32;145.236.0.12;wlan0
*R;14281;9.522654565114;AODVNetwork.host[1];145.236.0.2;145.236.0.1;32;145.236.0.12;wlan0
*R;14290;9.522654565811;AODVNetwork.host[3];145.236.0.4;145.236.0.1;32;145.236.0.12;wlan0
*R;14305;9.522654669231;AODVNetwork.host[14];145.236.0.15;145.236.0.1;32;145.236.0.12;wlan0
*R;14305;9.522654669231;AODVNetwork.host[14];145.236.0.15;145.236.0.1;32;145.236.0.12;wlan0
*R;14310;9.522654682623;AODVNetwork.host[12];145.236.0.13;145.236.0.1;32;145.236.0.12;wlan0
*R;14310;9.522654682623;AODVNetwork.host[12];145.236.0.13;145.236.0.1;32;145.236.0.12;wlan0
+R;14599;9.524702311086;AODVNetwork.host[17];145.236.0.18;145.236.0.19;32;145.236.0.19;wlan0
+R;14894;9.528709302941;AODVNetwork.host[6];145.236.0.7;145.236.0.2;32;145.236.0.12;wlan0
*R;15057;9.532572026129;AODVNetwork.host[15];145.236.0.16;145.236.0.2;32;145.236.0.7;wlan0
+R;19436;16.196246849145;AODVNetwork.host[10];145.236.0.11;145.236.0.5;32;145.236.0.5;wlan0
*R;19436;16.196246849145;AODVNetwork.host[10];145.236.0.11;145.236.0.1;32;145.236.0.5;wlan0
*R;19673;16.517966014754;AODVNetwork.host[10];145.236.0.11;145.236.0.1;32;145.236.0.16;wlan0
*R;19762;16.519795144425;AODVNetwork.host[5];145.236.0.6;145.236.0.1;32;145.236.0.8;wlan0
+R;19772;16.519795555028;AODVNetwork.host[11];145.236.0.12;145.236.0.8;32;145.236.0.8;wlan0
*R;19772;16.519795555028;AODVNetwork.host[11];145.236.0.12;145.236.0.1;32;145.236.0.8;wlan0
+R;19801;16.520112009275;AODVNetwork.host[4];145.236.0.5;145.236.0.11;32;145.236.0.11;wlan0
*R;19916;16.520737520057;AODVNetwork.host[2];145.236.0.3;145.236.0.1;32;145.236.0.6;wlan0
*R;19916;16.520737520057;AODVNetwork.host[2];145.236.0.3;145.236.0.1;32;145.236.0.6;wlan0
*R;20098;16.523587561785;AODVNetwork.host[18];145.236.0.19;145.236.0.1;32;145.236.0.12;wlan0
*R;20098;16.523587561785;AODVNetwork.host[18];145.236.0.19;145.236.0.1;32;145.236.0.12;wlan0
+R;20117;16.523587629906;AODVNetwork.host[19];145.236.0.20;145.236.0.12;32;145.236.0.12;wlan0
*R;20117;16.523587629906;AODVNetwork.host[19];145.236.0.20;145.236.0.1;32;145.236.0.12;wlan0
*R;20117;16.523587629906;AODVNetwork.host[19];145.236.0.20;145.236.0.1;32;145.236.0.12;wlan0
+R;20122;16.523587633462;AODVNetwork.host[7];145.236.0.8;145.236.0.12;32;145.236.0.12;wlan0
+R;20344;16.529160979459;AODVNetwork.host[7];145.236.0.8;145.236.0.2;32;145.236.0.12;wlan0
-R;20355;16.529525287104;AODVNetwork.host[3];145.236.0.4;145.236.0.11;32;145.236.0.11;wlan0
*R;20493;16.532070317784;AODVNetwork.host[15];145.236.0.16;145.236.0.2;32;145.236.0.8;wlan0
-R;20994;16.651632568842;AODVNetwork.host[1];145.236.0.2;145.236.0.17;32;145.236.0.17;wlan0
-R;21694;18.113239656571;AODVNetwork.host[1];145.236.0.2;145.236.0.15;32;145.236.0.15;wlan0
-R;22129;18.296207102505;AODVNetwork.host[10];145.236.0.11;145.236.0.2;32;145.236.0.13;wlan0
-R;22129;18.296207102505;AODVNetwork.host[10];145.236.0.11;145.236.0.13;32;145.236.0.13;wlan0
-R;22207;18.523875841794;AODVNetwork.host[10];145.236.0.11;145.236.0.19;32;145.236.0.19;wlan0
-R;22209;18.528823533217;AODVNetwork.host[3];145.236.0.4;145.236.0.2;32;145.236.0.2;wlan0
-R;22314;19.002811866091;AODVNetwork.host[14];145.236.0.15;145.236.0.13;32;145.236.0.13;wlan0
-R;22315;19.002811872032;AODVNetwork.host[3];145.236.0.4;145.236.0.13;32;145.236.0.13;wlan0
-R;22316;19.002812312214;AODVNetwork.host[17];145.236.0.18;145.236.0.13;32;145.236.0.13;wlan0
-R;22317;19.00281236599;AODVNetwork.host[1];145.236.0.2;145.236.0.13;32;145.236.0.13;wlan0
-R;22318;19.00281240718;AODVNetwork.host[19];145.236.0.20;145.236.0.13;32;145.236.0.13;wlan0
-R;22319;19.002812503389;AODVNetwork.host[11];145.236.0.12;145.236.0.13;32;145.236.0.13;wlan0
-R;22320;19.006397311366;AODVNetwork.host[8];145.236.0.9;145.236.0.3;32;145.236.0.3;wlan0
-R;22321;19.006397485712;AODVNetwork.host[7];145.236.0.8;145.236.0.3;32;145.236.0.3;wlan0
-R;22840;19.644776285262;AODVNetwork.host[18];145.236.0.19;145.236.0.11;32;145.236.0.11;wlan0
-R;22841;19.645930859737;AODVNetwork.host[12];145.236.0.13;145.236.0.15;32;145.236.0.15;wlan0
-R;22842;19.645930982385;AODVNetwork.host[3];145.236.0.4;145.236.0.15;32;145.236.0.15;wlan0
-R;22843;19.645931311899;AODVNetwork.host[19];145.236.0.20;145.236.0.15;32;145.236.0.15;wlan0
-R;22844;19.645931440481;AODVNetwork.host[17];145.236.0.18;145.236.0.15;32;145.236.0.15;wlan0
-R;22845;19.645931562193;AODVNetwork.host[11];145.236.0.12;145.236.0.15;32;145.236.0.15;wlan0
-R;22846;19.64753002924;AODVNetwork.host[2];145.236.0.3;145.236.0.8;32;145.236.0.8;wlan0
-R;22847;19.647546022139;AODVNetwork.host[1];145.236.0.2;145.236.0.18;32;145.236.0.18;wlan0
-R;22848;19.647546264098;AODVNetwork.host[13];145.236.0.14;145.236.0.18;32;145.236.0.18;wlan0
-R;22849;19.647546345601;AODVNetwork.host[9];145.236.0.10;145.236.0.18;32;145.236.0.18;wlan0
-R;22850;19.647546366799;AODVNetwork.host[3];145.236.0.4;145.236.0.18;32;145.236.0.18;wlan0
-R;22851;19.647546425544;AODVNetwork.host[11];145.236.0.12;145.236.0.18;32;145.236.0.18;wlan0
-R;22852;19.647546492346;AODVNetwork.host[12];145.236.0.13;145.236.0.18;32;145.236.0.18;wlan0
-R;22853;19.647546571092;AODVNetwork.host[14];145.236.0.15;145.236.0.18;32;145.236.0.18;wlan0
-R;22854;19.64754670437;AODVNetwork.host[16];145.236.0.17;145.236.0.18;32;145.236.0.18;wlan0
-R;22855;19.648689334249;AODVNetwork.host[13];145.236.0.14;145.236.0.10;32;145.236.0.10;wlan0
-R;22856;19.648689640604;AODVNetwork.host[17];145.236.0.18;145.236.0.10;32;145.236.0.10;wlan0
-R;22857;19.648689665484;AODVNetwork.host[1];145.236.0.2;145.236.0.10;32;145.236.0.10;wlan0
-R;22858;19.648689683412;AODVNetwork.host[16];145.236.0.17;145.236.0.10;32;145.236.0.10;wlan0
-R;22859;19.648689795015;AODVNetwork.host[11];145.236.0.12;145.236.0.10;32;145.236.0.10;wlan0
-R;22860;19.648689922056;AODVNetwork.host[18];145.236.0.19;145.236.0.10;32;145.236.0.10;wlan0
-R;22861;19.648849015054;AODVNetwork.host[6];145.236.0.7;145.236.0.3;32;145.236.0.3;wlan0
-R;22863;19.649188361498;AODVNetwork.host[12];145.236.0.13;145.236.0.4;32;145.236.0.4;wlan0
-R;22864;19.649188448411;AODVNetwork.host[14];145.236.0.15;145.236.0.4;32;145.236.0.4;wlan0
-R;22865;19.649188702415;AODVNetwork.host[17];145.236.0.18;145.236.0.4;32;145.236.0.4;wlan0
-R;22866;19.649188742137;AODVNetwork.host[1];145.236.0.2;145.236.0.4;32;145.236.0.4;wlan0
-R;22867;19.649188930539;AODVNetwork.host[11];145.236.0.12;145.236.0.4;32;145.236.0.4;wlan0
-R;22868;19.649188992162;AODVNetwork.host[19];145.236.0.20;145.236.0.4;32;145.236.0.4;wlan0
-R;22869;19.649189036287;AODVNetwork.host[13];145.236.0.14;145.236.0.4;32;145.236.0.4;wlan0
-R;22870;19.649585146462;AODVNetwork.host[18];145.236.0.19;145.236.0.17;32;145.236.0.17;wlan0
-R;22871;19.649585207803;AODVNetwork.host[13];145.236.0.14;145.236.0.17;32;145.236.0.17;wlan0
-R;22872;19.649585232385;AODVNetwork.host[9];145.236.0.10;145.236.0.17;32;145.236.0.17;wlan0
-R;22873;19.649585300224;AODVNetwork.host[11];145.236.0.12;145.236.0.17;32;145.236.0.17;wlan0
-R;22874;19.649585436679;AODVNetwork.host[2];145.236.0.3;145.236.0.17;32;145.236.0.17;wlan0
-R;22875;19.649585548331;AODVNetwork.host[17];145.236.0.18;145.236.0.17;32;145.236.0.17;wlan0
-R;22876;19.651011955414;AODVNetwork.host[9];145.236.0.10;145.236.0.14;32;145.236.0.14;wlan0
-R;22877;19.651012180155;AODVNetwork.host[17];145.236.0.18;145.236.0.14;32;145.236.0.14;wlan0
-R;22878;19.651012239179;AODVNetwork.host[1];145.236.0.2;145.236.0.14;32;145.236.0.14;wlan0
-R;22879;19.651012278927;AODVNetwork.host[11];145.236.0.12;145.236.0.14;32;145.236.0.14;wlan0
-R;22880;19.651012279988;AODVNetwork.host[16];145.236.0.17;145.236.0.14;32;145.236.0.14;wlan0
-R;22881;19.651012441903;AODVNetwork.host[18];145.236.0.19;145.236.0.14;32;145.236.0.14;wlan0
-R;22882;19.651012616878;AODVNetwork.host[3];145.236.0.4;145.236.0.14;32;145.236.0.14;wlan0
-R;22974;20.013239843784;AODVNetwork.host[12];145.236.0.13;145.236.0.11;32;145.236.0.11;wlan0
-R;22994;20.11371636867;AODVNetwork.host[14];145.236.0.15;145.236.0.11;32;145.236.0.11;wlan0
-R;23495;20.648830228332;AODVNetwork.host[10];145.236.0.11;145.236.0.15;32;145.236.0.15;wlan0
-R;23581;21.003144985645;AODVNetwork.host[12];145.236.0.13;145.236.0.2;32;145.236.0.2;wlan0
-R;24081;21.519962458091;AODVNetwork.host[2];145.236.0.3;145.236.0.7;32;145.236.0.7;wlan0
-R;24082;21.519962565693;AODVNetwork.host[18];145.236.0.19;145.236.0.7;32;145.236.0.7;wlan0
-R;24083;21.522654491789;AODVNetwork.host[16];145.236.0.17;145.236.0.12;32;145.236.0.12;wlan0
-R;24084;21.522654662348;AODVNetwork.host[2];145.236.0.3;145.236.0.12;32;145.236.0.12;wlan0
-R;24085;21.523671449852;AODVNetwork.host[6];145.236.0.7;145.236.0.11;32;145.236.0.11;wlan0
-R;24086;21.523671506986;AODVNetwork.host[15];145.236.0.16;145.236.0.11;32;145.236.0.11;wlan0
-R;24087;21.523671564347;AODVNetwork.host[11];145.236.0.12;145.236.0.11;32;145.236.0.11;wlan0
-R;24088;21.523671701644;AODVNetwork.host[19];145.236.0.20;145.236.0.11;32;145.236.0.11;wlan0
-R;24089;21.524298819606;AODVNetwork.host[14];145.236.0.15;145.236.0.20;32;145.236.0.20;wlan0
-R;24090;21.524298827377;AODVNetwork.host[12];145.236.0.13;145.236.0.20;32;145.236.0.20;wlan0
-R;24091;21.524298950827;AODVNetwork.host[3];145.236.0.4;145.236.0.20;32;145.236.0.20;wlan0
-R;24092;21.524299084493;AODVNetwork.host[10];145.236.0.11;145.236.0.20;32;145.236.0.20;wlan0
-R;24093;21.524701869835;AODVNetwork.host[16];145.236.0.17;145.236.0.19;32;145.236.0.19;wlan0
-R;24094;21.524701906902;AODVNetwork.host[11];145.236.0.12;145.236.0.19;32;145.236.0.19;wlan0
-R;24095;21.524701984397;AODVNetwork.host[2];145.236.0.3;145.236.0.19;32;145.236.0.19;wlan0
-R;24096;21.524702083598;AODVNetwork.host[13];145.236.0.14;145.236.0.19;32;145.236.0.19;wlan0
-R;24097;21.524702221719;AODVNetwork.host[6];145.236.0.7;145.236.0.19;32;145.236.0.19;wlan0
-R;24098;21.524702268653;AODVNetwork.host[9];145.236.0.10;145.236.0.19;32;145.236.0.19;wlan0
-R;24099;21.524702311086;AODVNetwork.host[17];145.236.0.18;145.236.0.19;32;145.236.0.19;wlan0
-R;24100;21.525170285205;AODVNetwork.host[7];145.236.0.8;145.236.0.6;32;145.236.0.6;wlan0
-R;24101;21.525170680561;AODVNetwork.host[8];145.236.0.9;145.236.0.6;32;145.236.0.6;wlan0
-R;24102;21.525193206778;AODVNetwork.host[18];145.236.0.19;145.236.0.3;32;145.236.0.3;wlan0
-R;24103;21.525193369068;AODVNetwork.host[16];145.236.0.17;145.236.0.3;32;145.236.0.3;wlan0
-R;24104;21.52519350664;AODVNetwork.host[5];145.236.0.6;145.236.0.3;32;145.236.0.3;wlan0
-R;24105;21.525193534067;AODVNetwork.host[11];145.236.0.12;145.236.0.3;32;145.236.0.3;wlan0
-R;24126;21.646769652729;AODVNetwork.host[14];145.236.0.15;145.236.0.2;32;145.236.0.2;wlan0
-R;25980;24.802654491789;AODVNetwork.host[16];145.236.0.17;145.236.0.1;32;145.236.0.12;wlan0
-R;26298;25.296207105767;AODVNetwork.host[6];145.236.0.7;145.236.0.2;32;145.236.0.12;wlan0
-R;26298;25.296207105767;AODVNetwork.host[6];145.236.0.7;145.236.0.12;32;145.236.0.12;wlan0
*R;26732;26.196686925312;AODVNetwork.host[6];145.236.0.7;145.236.0.1;32;145.236.0.1;wlan0
*R;26732;26.196686925312;AODVNetwork.host[6];145.236.0.7;145.236.0.1;32;145.236.0.1;wlan0
-R;26750;26.197637346276;AODVNetwork.host[11];145.236.0.12;145.236.0.7;32;145.236.0.7;wlan0
*R;26853;26.199868593547;AODVNetwork.host[5];145.236.0.6;145.236.0.1;32;145.236.0.7;wlan0
*R;26853;26.199868593547;AODVNetwork.host[5];145.236.0.6;145.236.0.1;32;145.236.0.7;wlan0
+R;26902;26.200497321054;AODVNetwork.host[6];145.236.0.7;145.236.0.5;32;145.236.0.5;wlan0
+R;26917;26.20049755167;AODVNetwork.host[7];145.236.0.8;145.236.0.5;32;145.236.0.5;wlan0
*R;27095;26.521603358462;AODVNetwork.host[10];145.236.0.11;145.236.0.1;32;145.236.0.5;wlan0
*R;27100;26.521603545862;AODVNetwork.host[7];145.236.0.8;145.236.0.1;32;145.236.0.5;wlan0
+R;27159;26.522421832095;AODVNetwork.host[3];145.236.0.4;145.236.0.8;32;145.236.0.8;wlan0
*R;27159;26.522421832095;AODVNetwork.host[3];145.236.0.4;145.236.0.1;32;145.236.0.8;wlan0
*R;27159;26.522421832095;AODVNetwork.host[3];145.236.0.4;145.236.0.1;32;145.236.0.8;wlan0
*R;27164;26.522421868296;AODVNetwork.host[5];145.236.0.6;145.236.0.1;32;145.236.0.8;wlan0
*R;27164;26.522421868296;AODVNetwork.host[5];145.236.0.6;145.236.0.1;32;145.236.0.8;wlan0
+R;27169;26.522421887321;AODVNetwork.host[4];145.236.0.5;145.236.0.8;32;145.236.0.8;wlan0
+R;27179;26.522422072906;AODVNetwork.host[19];145.236.0.20;145.236.0.8;32;145.236.0.8;wlan0
*R;27179;26.522422072906;AODVNetwork.host[19];145.236.0.20;145.236.0.1;32;145.236.0.8;wlan0
*R;27179;26.522422072906;AODVNetwork.host[19];145.236.0.20;145.236.0.1;32;145.236.0.8;wlan0
+R;27184;26.522422073782;AODVNetwork.host[13];145.236.0.14;145.236.0.8;32;145.236.0.8;wlan0
*R;27184;26.522422073782;AODVNetwork.host[13];145.236.0.14;145.236.0.1;32;145.236.0.8;wlan0
*R;27184;26.522422073782;AODVNetwork.host[13];145.236.0.14;145.236.0.1;32;145.236.0.8;wlan0
+R;27340;26.523185872476;AODVNetwork.host[8];145.236.0.9;145.236.0.6;32;145.236.0.6;wlan0
*R;27340;26.523185872476;AODVNetwork.host[8];145.236.0.9;145.236.0.1;32;145.236.0.6;wlan0
*R;27340;26.523185872476;AODVNetwork.host[8];145.236.0.9;145.236.0.1;32;145.236.0.6;wlan0
+R;27350;26.52318605066;AODVNetwork.host[7];145.236.0.8;145.236.0.6;32;145.236.0.6;wlan0
+R;27355;26.523186052587;AODVNetwork.host[10];145.236.0.11;145.236.0.6;32;145.236.0.6;wlan0
+R;27360;26.523186060973;AODVNetwork.host[16];145.236.0.17;145.236.0.6;32;145.236.0.6;wlan0
