acao;evento;timestamp;tabela;origem;destino;mascara;gateway;interface
+R;27360;26.523186060973;AODVNetwork.host[16];145.236.0.17;145.236.0.1;32;145.236.0.6;wlan0
+R;27408;26.524158921033;AODVNetwork.host[14];145.236.0.15;145.236.0.14;32;145.236.0.14;wlan0
*R;27408;26.524158921033;AODVNetwork.host[14];145.236.0.15;145.236.0.1;32;145.236.0.14;wlan0
+R;27413;26.524159007539;AODVNetwork.host[3];145.236.0.4;145.236.0.14;32;145.236.0.14;wlan0
+R;27418;26.524159105139;AODVNetwork.host[9];145.236.0.10;145.236.0.14;32;145.236.0.14;wlan0
*R;27418;26.524159105139;AODVNetwork.host[9];145.236.0.10;145.236.0.1;32;145.236.0.14;wlan0
+R;27423;26.524159118832;AODVNetwork.host[11];145.236.0.12;145.236.0.14;32;145.236.0.14;wlan0
+R;27428;26.52415912741;AODVNetwork.host[1];145.236.0.2;145.236.0.14;32;145.236.0.14;wlan0
*R;27428;26.52415912741;AODVNetwork.host[1];145.236.0.2;145.236.0.1;32;145.236.0.14;wlan0
+R;27437;26.524159148052;AODVNetwork.host[17];145.236.0.18;145.236.0.14;32;145.236.0.14;wlan0
*R;27437;26.524159148052;AODVNetwork.host[17];145.236.0.18;145.236.0.1;32;145.236.0.14;wlan0
+R;27443;26.524159250019;AODVNetwork.host[19];145.236.0.20;145.236.0.14;32;145.236.0.14;wlan0
+R;27448;26.524159348139;AODVNetwork.host[2];145.236.0.3;145.236.0.14;32;145.236.0.14;wlan0
+R;27454;26.524159491948;AODVNetwork.host[7];145.236.0.8;145.236.0.14;32;145.236.0.14;wlan0
+R;27596;26.52499650983;AODVNetwork.host[13];145.236.0.14;145.236.0.2;32;145.236.0.2;wlan0
+R;27645;26.525649691861;AODVNetwork.host[11];145.236.0.12;145.236.0.4;32;145.236.0.4;wlan0
+R;27650;26.525649905469;AODVNetwork.host[13];145.236.0.14;145.236.0.4;32;145.236.0.4;wlan0
+R;27655;26.525649917833;AODVNetwork.host[19];145.236.0.20;145.236.0.4;32;145.236.0.4;wlan0
+R;27660;26.525650015779;AODVNetwork.host[14];145.236.0.15;145.236.0.4;32;145.236.0.4;wlan0
+R;27665;26.525650148141;AODVNetwork.host[7];145.236.0.8;145.236.0.4;32;145.236.0.4;wlan0
+R;27670;26.52565030455;AODVNetwork.host[9];145.236.0.10;145.236.0.4;32;145.236.0.4;wlan0
+R;27675;26.525650312089;AODVNetwork.host[1];145.236.0.2;145.236.0.4;32;145.236.0.4;wlan0
+R;27680;26.52565032408;AODVNetwork.host[12];145.236.0.13;145.236.0.4;32;145.236.0.4;wlan0
*R;27680;26.52565032408;AODVNetwork.host[12];145.236.0.13;145.236.0.1;32;145.236.0.4;wlan0
+R;27685;26.525650361563;AODVNetwork.host[17];145.236.0.18;145.236.0.4;32;145.236.0.4;wlan0
+R;27690;26.525650396188;AODVNetwork.host[2];145.236.0.3;145.236.0.4;32;145.236.0.4;wlan0
+R;27729;26.526535066051;AODVNetwork.host[6];145.236.0.7;145.236.0.11;32;145.236.0.11;wlan0
+R;27744;26.526535503179;AODVNetwork.host[15];145.236.0.16;145.236.0.11;32;145.236.0.11;wlan0
+R;27749;26.526535595172;AODVNetwork.host[5];145.236.0.6;145.236.0.11;32;145.236.0.11;wlan0
+R;27754;26.526535737956;AODVNetwork.host[11];145.236.0.12;145.236.0.11;32;145.236.0.11;wlan0
+R;27992;26.527417378096;AODVNetwork.host[1];145.236.0.2;145.236.0.20;32;145.236.0.20;wlan0
*R;28385;26.999947014905;AODVNetwork.host[10];145.236.0.11;145.236.0.1;32;145.236.0.16;wlan0
*R;28390;26.999947309447;AODVNetwork.host[7];145.236.0.8;145.236.0.1;32;145.236.0.16;wlan0
+R;28459;27.002524087032;AODVNetwork.host[4];145.236.0.5;145.236.0.7;32;145.236.0.7;wlan0
*R;28474;27.002524418198;AODVNetwork.host[5];145.236.0.6;145.236.0.1;32;145.236.0.7;wlan0
*R;28474;27.002524418198;AODVNetwork.host[5];145.236.0.6;145.236.0.1;32;145.236.0.7;wlan0
+R;28479;27.00252450121;AODVNetwork.host[0];145.236.0.1;145.236.0.7;32;145.236.0.7;wlan0
*R;28612;27.00387741972;AODVNetwork.host[11];145.236.0.12;145.236.0.1;32;145.236.0.11;wlan0
*R;28679;27.004319889846;AODVNetwork.host[8];145.236.0.9;145.236.0.1;32;145.236.0.6;wlan0
*R;28684;27.004320053639;AODVNetwork.host[2];145.236.0.3;145.236.0.1;32;145.236.0.6;wlan0
*R;28689;27.004320061542;AODVNetwork.host[16];145.236.0.17;145.236.0.1;32;145.236.0.6;wlan0
*R;28834;27.004835866499;AODVNetwork.host[7];145.236.0.8;145.236.0.2;32;145.236.0.14;wlan0
+R;28852;27.004952014825;AODVNetwork.host[12];145.236.0.13;145.236.0.20;32;145.236.0.20;wlan0
*R;28852;27.004952014825;AODVNetwork.host[12];145.236.0.13;145.236.0.1;32;145.236.0.20;wlan0
+R;28858;27.004952153602;AODVNetwork.host[13];145.236.0.14;145.236.0.20;32;145.236.0.20;wlan0
+R;28979;27.005584673662;AODVNetwork.host[16];145.236.0.17;145.236.0.9;32;145.236.0.9;wlan0
+R;29156;27.006657393541;AODVNetwork.host[16];145.236.0.17;145.236.0.3;32;145.236.0.3;wlan0
+R;29161;27.006657485691;AODVNetwork.host[18];145.236.0.19;145.236.0.3;32;145.236.0.3;wlan0
*R;29161;27.006657485691;AODVNetwork.host[18];145.236.0.19;145.236.0.1;32;145.236.0.3;wlan0
+R;29166;27.006657639317;AODVNetwork.host[17];145.236.0.18;145.236.0.3;32;145.236.0.3;wlan0
+R;29171;27.006657762379;AODVNetwork.host[5];145.236.0.6;145.236.0.3;32;145.236.0.3;wlan0
+R;29176;27.006657837799;AODVNetwork.host[13];145.236.0.14;145.236.0.3;32;145.236.0.3;wlan0
+R;29181;27.00665796467;AODVNetwork.host[3];145.236.0.4;145.236.0.3;32;145.236.0.3;wlan0
+R;29389;27.007600862353;AODVNetwork.host[2];145.236.0.3;145.236.0.17;32;145.236.0.17;wlan0
+R;29394;27.007600877618;AODVNetwork.host[18];145.236.0.19;145.236.0.17;32;145.236.0.17;wlan0
+R;29399;27.00760123898;AODVNetwork.host[5];145.236.0.6;145.236.0.17;32;145.236.0.17;wlan0
+R;29404;27.007601258466;AODVNetwork.host[17];145.236.0.18;145.236.0.17;32;145.236.0.17;wlan0
+R;29409;27.007601453184;AODVNetwork.host[8];145.236.0.9;145.236.0.17;32;145.236.0.17;wlan0
+R;29500;27.007737945918;AODVNetwork.host[16];145.236.0.17;145.236.0.19;32;145.236.0.19;wlan0
+R;29646;27.009445136884;AODVNetwork.host[19];145.236.0.20;145.236.0.13;32;145.236.0.13;wlan0
+R;29651;27.009445472204;AODVNetwork.host[14];145.236.0.15;145.236.0.13;32;145.236.0.13;wlan0
+R;29656;27.009445491557;AODVNetwork.host[3];145.236.0.4;145.236.0.13;32;145.236.0.13;wlan0
+R;29661;27.009445529927;AODVNetwork.host[11];145.236.0.12;145.236.0.13;32;145.236.0.13;wlan0
+R;29735;27.010395201908;AODVNetwork.host[18];145.236.0.19;145.236.0.18;32;145.236.0.18;wlan0
+R;29740;27.010395203793;AODVNetwork.host[2];145.236.0.3;145.236.0.18;32;145.236.0.18;wlan0
+R;29745;27.010395223292;AODVNetwork.host[13];145.236.0.14;145.236.0.18;32;145.236.0.18;wlan0
+R;29750;27.010395238111;AODVNetwork.host[9];145.236.0.10;145.236.0.18;32;145.236.0.18;wlan0
+R;29755;27.010395288255;AODVNetwork.host[1];145.236.0.2;145.236.0.18;32;145.236.0.18;wlan0
+R;29760;27.010395341966;AODVNetwork.host[14];145.236.0.15;145.236.0.18;32;145.236.0.18;wlan0
+R;29765;27.010395354172;AODVNetwork.host[16];145.236.0.17;145.236.0.18;32;145.236.0.18;wlan0
+R;29770;27.010395516134;AODVNetwork.host[3];145.236.0.4;145.236.0.18;32;145.236.0.18;wlan0
