run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,binedges,binvalues
General-0-20210506-16:15:18-7390,runattr,,,configname,General,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,datetime,20210506-16:15:18,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,experiment,General,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,inifile,omnetpp.ini,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,iterationvars,,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,iterationvarsf,,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,measurement,,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,network,MulticastNetwork,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,processid,7390,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,repetition,0,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,replication,#0,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,resultdir,results,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,runnumber,0,,,,,,,,,
General-0-20210506-16:15:18-7390,runattr,,,seedset,0,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.configurator.config,"xmldoc(""config.xml"")",,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.configurator.assignDisjunctSubnetAddresses,false,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.configurator.addStaticRoutes,false,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.configurator.addSubnetRoutes,false,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.configurator.addDefaultRoutes,false,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.configurator.optimizeRoutes,false,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.configurator.dumpAddresses,true,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.configurator.dumpRoutes,true,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.host*.numApps,1,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.app[*].typename,"""UdpBasicApp""",,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.app[0].localPort,100,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.app[0].destPort,100,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.app[0].messageLength,1250 bytes,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.app[0].sendInterval,0.9s,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.app[0].destAddresses,"""172.0.0.1 172.0.0.2 172.0.0.3 172.0.1.1 172.0.2.2       225.0.0.1 225.0.0.2 225.0.0.3 225.0.1.1 225.0.1.2 225.0.2.1""",,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.app[0].joinLocalMulticastGroups,true,,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.ppp[*].ppp.queue.typename,"""DropTailQueue""",,,,,,,,,
General-0-20210506-16:15:18-7390,param,,,**.ppp[*].ppp.queue.packetCapacity,10,,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.lo[0].lo,rcvdPkFromHl:count,,,3505,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,rcvdPkFromHl:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,rcvdPkFromHl:count,source,packetReceivedFromUpper,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,rcvdPkFromHl:count,title,"packets received from higher layer, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.lo[0].lo,rcvdPkFromHl:sum(packetBytes),,,4479390,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.lo[0].lo,passedUpPk:count,,,3505,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,passedUpPk:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,passedUpPk:count,source,packetSentToUpper,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,passedUpPk:count,title,"packets passed to higher layer, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.lo[0].lo,passedUpPk:sum(packetBytes),,,4479390,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,passedUpPk:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,passedUpPk:sum(packetBytes),source,packetSentToUpper,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.lo[0].lo,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp.queue,packetPopped:count,,,5258,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetPopped:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetPopped:count,title,"packet popped, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp.queue,packetPopped:sum(packetBytes),,,6562728,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetPopped:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetPopped:sum(packetBytes),title,"packet popped, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp.queue,queueLength:max,,,2,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,queueLength:max,interpolationmode,sample-hold,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,queueLength:max,source,count(packetPushed) - count(packetPopped) - count(packetRemoved) - count(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,queueLength:max,title,"queue length, max",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp.queue,queueLength:timeavg,,,1.8604651162791e-08,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,queueLength:timeavg,source,count(packetPushed) - count(packetPopped) - count(packetRemoved) - count(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp.queue,packetPushed:count,,,5258,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetPushed:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetPushed:count,title,"packet pushed, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp.queue,packetPushed:sum(packetBytes),,,6562728,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetPushed:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetPushed:sum(packetBytes),title,"packet pushed, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp.queue,packetDropQueueOverflow:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetDropQueueOverflow:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetDropQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetDropQueueOverflow:count,title,"packet drops: queue overflow, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp.queue,packetDropQueueOverflow:sum(packetBytes),,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetDropQueueOverflow:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetDropQueueOverflow:sum(packetBytes),source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetDropQueueOverflow:sum(packetBytes),title,"packet drops: queue overflow, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp.queue,packetRemoved:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetRemoved:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetRemoved:count,title,"packets removed, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp.queue,packetRemoved:sum(packetBytes),,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetRemoved:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp.queue,packetRemoved:sum(packetBytes),title,"packets removed, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,transmissionState:timeavg,,,0.0010492147088053,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,transmissionState:timeavg,interpolationmode,sample-hold,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,transmissionState:timeavg,source,transmissionStateChanged,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,transmissionState:timeavg,title,"tx state, timeavg",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,rxPkOk:count,,,10804,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rxPkOk:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rxPkOk:count,source,rxPkOk,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rxPkOk:count,title,"packets received OK, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,rxPkOk:sum(packetBytes),,,9954734,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rxPkOk:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rxPkOk:sum(packetBytes),source,rxPkOk,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rxPkOk:sum(packetBytes),title,"packets received OK, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,txPk:count,,,5258,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,txPk:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,txPk:count,source,packetSentToLower,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,txPk:count,title,"packets transmitted, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,txPk:sum(packetBytes),,,6599534,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,txPk:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,txPk:sum(packetBytes),source,packetSentToLower,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,txPk:sum(packetBytes),title,"packets transmitted, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,rcvdPkFromHl:count,,,5258,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rcvdPkFromHl:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rcvdPkFromHl:count,source,packetReceivedFromUpper,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rcvdPkFromHl:count,title,"packets received from higher layer, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,rcvdPkFromHl:sum(packetBytes),,,6562728,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,passedUpPk:count,,,10804,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,passedUpPk:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,passedUpPk:count,source,packetSentToUpper,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,passedUpPk:count,title,"packets passed to higher layer, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,passedUpPk:sum(packetBytes),,,9879106,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,passedUpPk:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,passedUpPk:sum(packetBytes),source,packetSentToUpper,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,packetDropIncorrectlyReceived:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropIncorrectlyReceived:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropIncorrectlyReceived:count,source,packetDropReasonIsIncorrectlyReceived(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropIncorrectlyReceived:count,title,"packet drop: incorrectly received, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,packetDropIncorrectlyReceived:sum(packetBytes),,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropIncorrectlyReceived:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropIncorrectlyReceived:sum(packetBytes),source,packetDropReasonIsIncorrectlyReceived(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropIncorrectlyReceived:sum(packetBytes),title,"packet drop: incorrectly received, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,packetDropInterfaceDown:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropInterfaceDown:count,title,"packet drop: interface down, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ppp[0].ppp,packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ppp[0].ppp,packetDropInterfaceDown:sum(packetBytes),title,"packet drop: interface down, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropAddressResolutionFailed:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropAddressResolutionFailed:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropAddressResolutionFailed:count,source,packetDropReasonIsAddressResolutionFailed(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropAddressResolutionFailed:count,title,"packet drop: address resolution failed, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),source,packetDropReasonIsAddressResolutionFailed(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),title,"packet drop: address resolution failed, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropHopLimitReached:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropHopLimitReached:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropHopLimitReached:count,source,packetDropReasonIsHopLimitReached(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropHopLimitReached:count,title,"packet drop: hop limit reached, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),source,packetDropReasonIsHopLimitReached(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),title,"packet drop: hop limit reached, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropForwardingDisabled:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropForwardingDisabled:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropForwardingDisabled:count,source,packetDropReasonIsForwardingDisabled(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropForwardingDisabled:count,title,"packet drop: forwarding disabled, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),source,packetDropReasonIsForwardingDisabled(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),title,"packet drop: forwarding disabled, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropNoInterfaceFound:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoInterfaceFound:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoInterfaceFound:count,source,packetDropReasonIsNoInterfaceFound(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoInterfaceFound:count,title,"packet drop: no interface found, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),source,packetDropReasonIsNoInterfaceFound(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),title,"packet drop: no interface found, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropNoRouteFound:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoRouteFound:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoRouteFound:count,source,packetDropReasonIsNoRouteFound(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoRouteFound:count,title,"packet drop: no route found, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),source,packetDropReasonIsNoRouteFound(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),title,"packet drop: no route found, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropUndefined:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropUndefined:count,interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropUndefined:count,source,packetDropReasonIsUndefined(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropUndefined:count,title,"packet drop: undefined, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.ip,packetDropUndefined:sum(packetBytes),,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropUndefined:sum(packetBytes),interpolationmode,none,,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropUndefined:sum(packetBytes),source,packetDropReasonIsUndefined(packetDropped),,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.ip,packetDropUndefined:sum(packetBytes),title,"packet drop: undefined, sum(packetBytes)",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.arp,arpResolutionFailed:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.arp,arpResolutionFailed:count,title,"ARP failed resolutions, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.arp,arpResolutionCompleted:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.arp,arpResolutionCompleted:count,title,"ARP completed resolutions, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.arp,arpResolutionInitiated:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.arp,arpResolutionInitiated:count,title,"ARP initiated resolutions, count",,,,,,,,,
General-0-20210506-16:15:18-7390,scalar,MulticastNetwork.host1.ipv4.arp,arpReplySent:count,,,0,,,,,,,,
General-0-20210506-16:15:18-7390,attr,MulticastNetwork.host1.ipv4.arp,arpReplySent:count,source,arpReplySent,,,,,,,,,
